Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_hashed,Price_Encrypted,RAM_Size_Enc
Asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,31967.607631536364,cc5d53247bb05bf452e7a6fb5f299dd4e7b77719007d2f200ab2fb497c02e29c,gAAAAABoI2Y2Qs2RpCO8mWjFaukdiAgwfApk2uzVN9JEfyTF6wsJr1ckt9lV4olXKY0XKMSiUoJ9_2XIav_AcXGHV3y_peeXUJBtOk6dcBaJBFAlKQ5dIS8=,gAAAAABoI2Y2cqwB7rFXT9YbLVTGd9IUcElgNx4vA7BOXANTMxMKDJEcwDkoKFVyqIl9UcnMegUHVNByT_o2C2sI05xKCKbxqA==
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712,06b3c6ca37e5fef3ba7f69c3b11f896842f0e9f4bfba72137e429be10171e1d4,gAAAAABoI2Y2-JUPFxX9CN_2fUYd9T6NgO3tWdb9hCB8pC7AayzxI1jxD7dNHbDO3ZXGz6Ht0oMcgYuSEoPPQhhn31fMAFqKNUuZTEbA-hYwW9al6ePesz8=,gAAAAABoI2Y2gE_aAglys4QoT0KwbURqVUayo6zgLwiIUfUp4z23ubh0Wu_r1pbr_JiA2_jqvPJrAt12Okf6PN5XZwrLBTOpvQ==
Acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,17495.98363758707,1c3514d02fadb490459d0621f8dbb4840dad5e1467ec32970d1c56ec0a074452,gAAAAABoI2Y2qH-jYNlCuUfhNi0aDYtr7wqzzcFqFK29M70NvZ0kJabR3hZzKS1eJoB2e-1ThKCYFXExdTe7Jull2Fc0y7T5Aw8w_yw7dSh9HkM3r5P4JGQ=,gAAAAABoI2Y2mo6iF5MVcPRFrytORZg7Ky8Scn1t5loDh6TAsTRx5WXvc-I1XX7DsYg3Az6QqbJRq9a3O2yA4yLLsAckyzLguQ==
HP,1.783095114601888,16,256,14.040035893896476,2.1856571050414257,9731.982415267874,befd86541b00a1beea95c3c064e3b21738217b541cea9ae39e76d682df68a607,gAAAAABoI2Y2j2DfwdI3qteqTY_hnoDlXXZTBhEbOYFJj4RhC4evOo467AC2o_Tuo8CXhVGnNREPOUJ1HO4x42PLIIGaTjVnPbe3N3gASexMX3HRa_V6_3g=,gAAAAABoI2Y2TKhKC3RoXdqsGC1YM7wgmNRz1rfa54_7EFaCgQKN3GwStZ80KO89um-Rxt1pBgJV7NpRKinNkLU_8z1kFojf8w==
Asus,3.962102997405837,8,256,13.323423627068577,3.6061038235449536,9831.389961542602,a32e8112ad4cca6a4c5b4678e9a84823ea26fe724850bb8cd552aa77253725ac,gAAAAABoI2Y2x-7osVVTyfPgxdg0o8qPedn88AYjQj4lAU2dT0g6YEtZ7DnJfJW8dTNGCOM1f_nZtAVXQIvynWlRUYAvSO5dUxn-uEXUYdRKWetMhsHo_VI=,gAAAAABoI2Y2NboNQv5PvwCNiExTX7mxPtesgyTWONvD-OzTjeo9FaSpPlEesluARQKLJpvpZ8RzlEnatd8bKazNxEi0v1KUCw==
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,11038.928125612205,4420f8ed435ae6dc11e3dc607559dac0f8f97e03fb44dfdbee0d3cad3dfdba7e,gAAAAABoI2Y2-k5Uri6N4BXN0h_IKobyknC1OYPipLcPeaci6tuUZL6NUerWlfQMvKJ5yeELXNEabM3CTzxFmixybQeJurHnyPf6-wuVp16gm9H1VbkECvM=,gAAAAABoI2Y2PmCBFbYo3EZ4yhSkzZzOiMiu3NL6K3ZjfhCnJWTSkXmkMsBok3_OoFiuFKlQLBtMv_mpDsqG0uSBNXqOpJWIeg==
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,8971.512504748447,da2d995346a35c31f2cb036ddd79a0f5a9a4140da81b88c8c7419a60fef40691,gAAAAABoI2Y2tdffA0p73cz6eLvh_IxzQ0qktlMXMrghgl1G7XxqnJP56ll5D6l3CTNDH18Azdt4feu9TaSKZ4io9GB90csxTuFXUuNtr2CAmSkCu_c71To=,gAAAAABoI2Y2kUDH4Hz5FvNRvDzvihOmu7UBZqZ35ghrkKnweSfpXt-Pyudx3RzOM6oGbwUa_sIMFXQVm0q5zUByEMe4RYX20A==
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,10915.05717304083,d8763bc92b2968e21aba7a08f16922ca22d9c5248a821c374ced1c8603cde768,gAAAAABoI2Y2VOvWX0rmtqIQ2BBEqj3EH3tWcWV5PBbtncMG-tOgZuEKL7ut-8fyiVdz1plWVPX--1r97AP_c0JB7iSkSki4t9ONu6w9GYSy7GqtZIWe19k=,gAAAAABoI2Y2CYvxL7HBTREvvgUIokoPRAl0CpI6aGuBMuaFPVgLiZ5KyT6cHy5OHLcMVE1m06jk8-k9Y_WTyqJ75Hx_IosYHQ==
Dell,3.674740905155321,16,256,11.746296987447948,3.539549251270336,9637.891638203962,00efcb1507b5ab10a2e80b37f59ea694bd3b66f7ad09eb9310f3cf9b61bbc826,gAAAAABoI2Y28Q3FXOj3-bzIuloMI8gAs998Ssra21tfMmlvSet_Ri0JLbWrW-KtfWsvD2IgxXkgTdkAuUUimfstyGAP09QzVBsJ0PQ5uqbf5gF7RHCqt5s=,gAAAAABoI2Y2YFbQgzk6_sNRIGsmspjRIh-SpaotHDXBo7pqTgj4G4liBT0KiGtKt_QTWkqWM2D6HiRJXGMIskBKSas3MMxtKw==
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,9593.110592180388,930869f03827b8fa2e51641ee24f5bddb5e01a20a0d0575dad7f009c3f54e02d,gAAAAABoI2Y2LtOfKH3w-ZVws3SrnjvhHTGtBjQRc_PvAXQsdPYluEN7TqO3P2w8qiylIPA7lmxI34XHkba12lWHiL8Wc0ou26dvRKVRLxanVKPW3rqQ4jc=,gAAAAABoI2Y2sHkJ6JU9FwZzzatqSENczyrKJvlm8DiE6SOwhlr__CbgyKp9wTdL_BlZfhoHb2u523mfn5bgTgbJRoKl6mbSow==
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,31965.356609806408,02ef9675ecf6c0700c0986428113b2d9f188e11c68256e5bffd9d5d19577984c,gAAAAABoI2Y2yVZE7rmLvhk64hmpwV8v_1NmY8Ksm_E6SkyhA9SlOS6LJw_Pvqo6qQmecWpi1fJJPHZer1-u4Q4XF8hLaC3sRncLwyHdhH6jTWdXqwcHh5g=,gAAAAABoI2Y2p2d--4RkgQh1oUUZykEXqwr-PTZR5hjmuHJnfy-jD2hto_RTN03gdnnhAsUY0ClUD5_f-YZX_M8ff-4A7SYrFw==
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,gAAAAABoI2Y2pzgPtwWHvDV0WsGfwCv0ERuhqW9uexn7fkjvjO-0IYpbA4f3SbRmn6a0nJ6Vy0ptqNrErtAFbcR7lvA4dSP-oPnZgM3lK9_U4_lm91YP-SI=,gAAAAABoI2Y2Gj8Qk2JQPXCCGuaUM1K4FgdGFdWz0j902eEqM-ZHsPBaKE6KeWChVJfshh4BzGZxqnb0mfb2xOIEjXkWq3sRfw==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,32764.274431192796,cbae35da1050476bf6a78fd4f3dced832ea62d45e530cfadb2ef28a46a34e3e0,gAAAAABoI2Y25Nb9-7CK4alpUwMvjhUjqZ8tEgYzpFjRuG4vt36DoZsGgsdHUwUsbgQBJZUTyzqfRGIyVgTZC8b9GXxFPn4CSrL2azO2PlezNmvxN77CyHU=,gAAAAABoI2Y2lT57j3fMJKTHJ_lLkfWN6miIni_57S2i8_raTeYvEIkxEEa7Wj4JXd_b9KOT4se3ZP-OU7G3mqO5o_gOhtlIhg==
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,gAAAAABoI2Y200dZamH6YEgqNUskvQWXSuw5vHnX-BKpFvZYtkn2KzqVaQs1a-vxSzHWkxUyDrTSu9xyWJLqQcpApKj92XdSb33NFXkKLOvh2GnmUQm9eWQ=,gAAAAABoI2Y2t8mTcNpss3kiWaOw3y2NSvw2AeCE9Ue78LMAhzqayNUBeRAdvYARLwKHePHb4g4ezFsbdnZ6mOY71Sd6j7HFOw==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,gAAAAABoI2Y2IWDPTcwOxbyopx5_hjK_KZjKnPjUbk22rmZX5ffyrJlBZgcuFW-b7OOm17QeePiFGxJcDuCOhF783BQq01ytyZ_rko4hpI0QwDK2YUmolG4=,gAAAAABoI2Y2XSFbIJmckx9ZbvIERPpvH_KjOBR80a-9nAXCjYMzdGtJDtFo-UZTpEk62Qzynm4U78DCGymLOSDZE1CEGU5Uyw==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABoI2Y2LuCEhOmmX2XBcEne0PgAMEK9Uq2f10z65zviKPot_SqwCOreMC22ZwU4VHxgl3FiIfw0MGzoIH7iPfcxeL4WSpfNw_LpaBHVbDrQxLUGENw=,gAAAAABoI2Y2DZTdSvL3rnyBMcc6bj3S_E9sriefZCACgz5Bf4zuTJMficxef0gh4RmyD6ftWjp1ExWsXyQYEg9qtG3B3iO-Hw==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABoI2Y256qputQRc5vR5hyAqF_kCax3h3ooX5XZp6EDezPNETAV7k5iRZ3kK5OU8PdYesNuc2OnzAJ8CVNt4j92HJOuBGjV7a97yRlLbxuRqXALga4=,gAAAAABoI2Y2zpqxafQWy4UYyUkO6bkLYLxeK7XwiFr4O0xQKTyPfJ1VY3YYKqGLUEXLTkbk5tet_SnSh2ltLwZzmCGFt_RLog==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABoI2Y22uuYB9vJ8yevJkB9vamL1WzGQVNRkLxE8ZJt9LG4czPIOYbbM6e_aI3tgsc8vNLRyUfpQuDV30jM4B8XxENy4a-PzJ4P2aRv8rN5BRaa5dc=,gAAAAABoI2Y23CgTHe5DeDLrlaQST1pFORETysjIMWBgAiI0rEHdX0GCqENyX9e8zi0NDigjjzXIbEo0jlYpX214LnY4RqvXSQ==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABoI2Y26jB4Y3QVemVkFgvF713kfSA7k9QpAUrNMvlfoTn3zCb0BuYeJm-nkuUWG3rSZduQcmJZKPqs79xJ3HfySRX7WmYwUdWOvQyuJHEhPNwQahs=,gAAAAABoI2Y2lvGqKjG9-_nUDlAMHaI7Kr7S2harbXErZxSs2Tk8PPGqFCmtBm4OqnPqksCztWCY5WytX3ry5j7GsdXl9F0aVg==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABoI2Y2Pa4FQYm04mBScwK6UpojKJUaYqcGHxKkdtiz0c_0lx5IZXym_8DxcdOzVxaXP7m2KOb1CttUN9FArauh72oSaxUn08dFnnLwgCP8iUBe9Ik=,gAAAAABoI2Y2Z03WRAfKrH7vzIxm4fbj5rAOb6UVDMukJWOfuDl3B_F5iLgQ0BulWCOzSDlAvXkeB_pj5gSadO-IuuI38ZCA-g==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABoI2Y2IaWQss5yjLY4nDSqwe4wb-i07x6Fo0nQUxvLQMXD9_R8it3H3KFTxrBuA0IDQUvkXC33L8RmMM7PqRfB9Zjj0EXM7CVXHF8LH3W9YAc-GsM=,gAAAAABoI2Y2r-iuXXqwGu-lToudmLpxbBKWisBkpQyT-PaFZZhqDg4EWjd1H7LWiMlZCqc8p3SJnIyyM81SS4ofX9B4oa4tmw==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABoI2Y2TLgpOCbu2vbma7E-hhCVKHchxfrcJTNcu3xFYK-DjPOVen-kmTLlh7JFwBK8hIH74cVAAfgNDmSsWzwrY9P1BVqQlhWN5D_zfcSZLbYMZhk=,gAAAAABoI2Y2zbGRPbFa7n0BsKgZ84YMRBymXxDUugKBlwHLPUG7Jzm8Rx5lph1RxAsROE2_-treiVFXT4hA7x5UPmfoTz4F3w==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABoI2Y2JSc_LEzlZYLAss8mTYTPPxJn2LLpicY9Zrx71bVjwFu7wUPs5vf5kvaM_PHhoEGz9hHL6d9WGgR4HnuXND-KOxYII_ORCYo-8Y8eK93A-sY=,gAAAAABoI2Y2tSAu2uquF4MgiL0TCohDm9QOlPLEuGPw1C5KTJKXaU9W2GMPoKfDZvd6rOBbTs5aiNYVNFXjPlHMl5DmJ4iDqg==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABoI2Y2VxAKwGTVoow1bSSMjdc_3OxUvC3g4vtJ3FGsf37Q-1QVEENevnAHuiwwrIlyVSykP9bXnT-v4U8N_p5XnYlyA7GtYbUgyqpdPn1jTcS39g4=,gAAAAABoI2Y2BQ5GKlX_W1l73JRBcHwmz0yUMJbxR0jy4O_QslfU4-WF_mmxNTjWV1ZN_N3SMDXZpJa07YQtXNNqar6noF4eRA==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABoI2Y2-yuJlCBMbU_0St7Le0LdmcKKl9ZusnSuIctQIbKBdNMPBobksrwYxFjw60ilDVqyQR5Cis6RkebCpDhU56tLEYIvmb4CGcB_g3NctHa99p0=,gAAAAABoI2Y2yafsh_KGRuX5_yd4G0jqQIhX62Od4-WIR-8_RtlHA39tM8U5OjqK6rnXapbOm6gwBo1juy0Xp4deNKAI24mgCQ==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABoI2Y2k7nbPi7cspdFs9ApDs8EhX4cOyBaH3ERnEV9fpLOlJHU3u1c4t9AUDPKLSVQWwLpKWbkOmzbazuz3h2nyvyzco2KC3xm-AVHjyQadJrRDN4=,gAAAAABoI2Y2ZYp7zANTIeOV91J_8we-BIKqU9k_9Sz97uDSKlX3_Z95PfBvu8M_uZDhXm1h0gT-a3vcGrfKKfelUWGlpPYPJQ==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABoI2Y2NIr44jabW8ZFzpJhR0Pz6jx13N2TB-0ZwdZZMC2UYlhxQlbUdpfnwuKsrQjPMosLwSNhb1J0-5PR-14CdQM0Bxg5KlXa0ScGMUb6DsM6egU=,gAAAAABoI2Y2x-h2bXSmWdm-ip-siiEMipPIwP7te909ZrvSeTtuTzJ70abcbAwiKmUI5nAX4c6YL2TwbGiqzZUTb0aySViaAA==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABoI2Y2z_1n24Gz0jeQ6y1iVKh_3QPn_MyjfmDW5M29TFeNVnbC-2REh6t0OauWkWiqHEmbepy5ada-pb2A4OWwu3gynu9pItJk_hN2khiLhq-CipI=,gAAAAABoI2Y2U7Ha5Lc7I24f5jEwr7e5flYnGsEquHt0ezDC3eE_YpMYmJubIJrea04YrzWoj2052-d9W-wTVFMPj0A1u4THFA==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABoI2Y2b_q3O-oT66-8xhDmhna1txe1ka313vVHzCPs-XfEZuQkZkgyXihqSDsmfvKxkCo68zSaBgk1cEscFTyNFG2rK5B9iclSpI04GCZ5JL_cR8k=,gAAAAABoI2Y2PJ3bDVyw6rBLedjpvObIN0ruYj8rS6UuThGVvbiHg1SaLxOx2iwL-yibF-F8b0v6atoY7esgeaHWiLCt5Ayu_A==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABoI2Y2ad4Hw6eV3I8EFfg-OKX98tOfeoWAqY__8-1hPEzTq5TRrL7Wb7ozfWhbx3ENKC8wTTMwKuYn5iV86zXXpAb8Acpyq68Zk5bsZpoicC5WkOw=,gAAAAABoI2Y2Vf4CPgyE427VSM7AR7VMB6MEfqYbuYWl8xuc-0y8o5EsdK_aK3CLAdFv4_TAgDJpB16TRGkGgYke0kwdxon5NA==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABoI2Y2guKnYYeLWwzqI9bkhOi1JXWrLrk80DtEGeO42zzDr9cZoerkQhGnDTMdq0MQkHT1k8o2qrO0phjwV9AGtnExj-wPngjq5Bgo5wkkZUdHdIc=,gAAAAABoI2Y22g1I16jo72eE_GCGCyw7q2eLx4yBZxBzIBbo-YLp4DnY5rnUmHPwk84l92O4zgwad-Ag2rlPIYk9sLQjtLOilw==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABoI2Y2YvE5M9J1rVLc1Oie-ufrfZybwBA6aA9krdkERDa08-twsO6Tcu-YRX_kR7zYT7z6WCC6IhfxBNvGFw8VIvlPuMglaMFIH8IKhjvCNHmJu5E=,gAAAAABoI2Y29Lw8BWkv6R1hzWzeiBlPhTCMUIGUUKrW83Cs3inFzF0S_5FPZTIcLwWTiV18dgsZCdiaNLcuw0X3rl1M9jKhsA==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABoI2Y2T5ZlXrrTmDEoY9ySfvUIPXeAcdgddbcD9hQ1cClgHx1hVGhwN0WJknCWq0Q3AZcPTrzeIC-YicFSTcsk_SODWmIeLsC-EPsBfBjnZ-HZuGY=,gAAAAABoI2Y2SDA8_b6H3J8-vbAitaExl-H_QMdMDEA9rmqwPN6xQxYkcpQ2XOZjGCXcReQmTsuiDu3YtDFe4JPIMNf__K2FRw==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABoI2Y23gLlnEvyzCA14EiJW9Jgqc5fSVweTlVaXd1SUu8GZ1RJ21E-IsKGDqaX387iaPpVNlgE4JlPEZJhNinNfeI4DBpITjwvIxCbEnkjWEAoQAo=,gAAAAABoI2Y2crZrK3vH6j06NrgNEoT-qqvSaqqV-7eNPNXX7WLJ3J7D6X70BJQ3GI__XtIKc2XH7oUg0CUATsJDNz-vYPgFgA==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABoI2Y2XXKyUr_N1G_1u-AastK-thtsz0AfgSUQSNy6-0dLERFyTyqeh_iBJorbpmcbtj5gY1KJJ9KZy8wcidxPef7VaMW7HSV3kQUH6jKh2pZJOW0=,gAAAAABoI2Y2k0fdp2hdc7xJG_Hnwx-zYgiibsJpJVc63JaqJTxy7nZajhVeawX8jtBdfonfuxEt_HnBRx79a2YP62Rn78ALhA==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABoI2Y2kZqtSLuczGAXcTzBE8OY4PQxV-FKNvJu3oDCnXstF0vrZj_UsnP1freiNFdENQ6dlkjYPl-ERYqSXs1loZQexX7hFVZ5tEGKMLxKzw23nCs=,gAAAAABoI2Y2XqA8AfJ0mOltO0FQ_AdOCHKTgwZa-UKZUHhvpEph1uLBOAKusfxJDEQrrUnUd5Fqzblj3E1KQfKJESHcVaLy2g==
